power_of_shot,game_season,is_goal,area_of_shot,shot_basics,combined_shot,distance_of_shot,location,knockout_match,remaining_total,latitude,longitude
3.0,2015-16,,4,Mid Range,shot - 3,34.0,148.86235252742716,0.0,163.0,39.739968,-104.954013
4.0,2015-16,,6,Right Corner,shot - 3,43.0,230.0782475593901,0.0,413.0,39.739968,-104.954013
4.0,2015-16,1.0,4,Mid Range,shot - 36,38.0,184.09780009549272,0.0,373.0,39.739968,-104.954013
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,259.2778432492835,0.0,327.0,39.739968,-104.954013
4.0,2015-16,,4,Mid Range,shot - 48,42.0,221.20578654275752,0.0,265.0,39.739968,-104.954013
4.0,2015-16,,4,Mid Range,shot - 3,37.0,178.33956375409244,0.0,180.0,39.739968,-104.954013
4.0,2015-16,0.0,4,Mid Range,shot - 15,37.0,178.27226368675525,0.0,138.0,39.739968,-104.954013
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,51.0,311.40488114350416,0.0,51.0,39.739968,-104.954013
4.0,2015-16,1.0,4,Mid Range,shot - 15,35.0,157.2895419282541,0.0,32.0,39.739968,-104.954013
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,47.0,274.0072991728505,0.0,613.0,42.982923,-71.446094
1.0,2015-16,1.0,4,Mid Range,shot - 3,33.0,132.015150645674,0.0,514.0,42.982923,-71.446094
1.0,2015-16,0.0,1,Goal Line,shot - 3,29.0,98.41239759298622,0.0,457.0,42.982923,-71.446094
1.0,2009-10,,5,Penalty Spot,shot - 36,46.0,261.72122573455897,0.0,348.0,42.982923,-71.446094
1.0,2015-16,0.0,1,Goal Line,shot - 27,27.0,75.1065909225016,0.0,340.0,42.982923,-71.446094
1.0,2015-16,,5,Penalty Spot,shot - 6,45.0,256.40007800310826,0.0,307.0,42.982923,-71.446094
1.0,2015-16,,5,Penalty Spot,shot - 3,44.0,241.53674668671025,0.0,252.0,42.982923,-71.446094
1.0,2015-16,,0,Goal Area,shot - 1,20.0,1.0,0.0,164.0,42.982923,-71.446094
2.0,2015-16,1.0,4,Mid Range,shot - 36,35.0,154.02921800749363,0.0,548.0,42.982923,-71.446094
2.0,2015-16,1.0,4,Mid Range,shot - 3,44.0,242.26019070412704,0.0,476.0,42.982923,-71.446094
2.0,2015-16,0.0,0,Goal Area,shot - 4,21.0,16.1245154965971,0.0,456.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 3,45.0,252.7231687044146,0.0,340.0,42.982923,-71.446094
2.0,2015-16,1.0,1,Goal Line,shot - 3,24.0,48.0,0.0,245.0,42.982923,-71.446094
2.0,2015-16,0.0,1,Goal Line,shot - 3,32.0,123.55565547557907,0.0,202.0,42.982923,-71.446094
4.0,2015-16,,4,Mid Range,shot - 36,32.0,123.90565797650775,0.0,1.0,42.982923,-71.446094
3.0,2015-16,0.0,4,Mid Range,shot - 34,37.0,170.94151046483702,0.0,677.0,42.982923,-71.446094
3.0,2015-16,0.0,0,Goal Area,shot - 3,23.0,36.68787265568828,0.0,548.0,42.982923,-71.446094
3.0,2015-16,,1,Goal Line,shot - 3,34.0,144.40221604947754,0.0,426.0,42.982923,-71.446094
3.0,2015-16,1.0,0,Goal Area,shot - 46,21.0,19.41648783894761,0.0,381.0,42.982923,-71.446094
3.0,2015-16,,0,Goal Area,shot - 4,21.0,15.652475842498527,0.0,362.0,42.982923,-71.446094
3.0,2015-16,0.0,4,Mid Range,shot - 56,36.0,169.75570682601514,0.0,347.0,42.982923,-71.446094
3.0,2015-16,0.0,5,Penalty Spot,shot - 55,45.0,255.99414055794327,0.0,240.0,42.982923,-71.446094
1.0,2015-16,0.0,1,Goal Line,shot - 43,34.0,143.6697602141801,0.0,699.0,42.982923,-71.446094
1.0,2015-16,0.0,4,Mid Range,shot - 36,32.0,127.78106275970629,0.0,429.0,42.982923,-71.446094
1.0,2015-16,0.0,6,Right Corner,shot - 3,44.0,244.0348335791429,0.0,247.0,42.982923,-71.446094
2.0,2015-16,1.0,4,Mid Range,shot - 38,37.0,173.0664612222715,0.0,414.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 36,44.0,246.8542079851992,0.0,283.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 3,45.0,255.76551761330143,0.0,254.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,46.0,264.9698096010185,0.0,225.0,42.982923,-71.446094
2.0,2015-16,,4,Mid Range,shot - 3,28.0,89.02246907382427,0.0,36.0,42.982923,-71.446094
3.0,2015-16,1.0,5,Penalty Spot,shot - 3,46.0,262.41951146970763,0.0,692.0,42.982923,-71.446094
3.0,2015-16,0.0,4,Mid Range,shot - 46,38.0,181.04143172213367,0.0,502.0,42.982923,-71.446094
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,46.0,269.5848660440716,0.0,610.0,35.103812,-89.964007
1.0,2015-16,1.0,0,Goal Area,shot - 4,21.0,10.198039027185569,0.0,592.0,35.103812,-89.964007
1.0,2015-16,1.0,0,Goal Area,shot - 4,21.0,10.0,0.0,436.0,35.103812,-89.964007
1.0,2015-16,0.0,4,Mid Range,shot - 3,41.0,214.33618453261693,0.0,410.0,35.103812,-89.964007
1.0,2015-16,1.0,5,Penalty Spot,shot - 31,45.0,250.45957757690158,0.0,310.0,35.103812,-89.964007
1.0,2015-16,0.0,5,Penalty Spot,shot - 18,45.0,252.79240494919938,0.0,157.0,35.103812,-89.964007
1.0,2015-16,1.0,5,Penalty Spot,shot - 44,45.0,258.0736329034797,0.0,96.0,35.103812,-89.964007
1.0,2015-16,0.0,6,Right Corner,shot - 36,43.0,235.3512125820496,0.0,64.0,35.103812,-89.964007
4.0,2015-16,1.0,0,Goal Area,shot - 4,20.0,5.385164807134505,0.0,6.0,35.103812,-89.964007
3.0,2015-16,,5,Penalty Spot,shot - 3,48.0,283.42371107583784,0.0,512.0,35.103812,-89.964007
3.0,2015-16,,4,Mid Range,shot - 8,38.0,182.06866836443882,0.0,436.0,35.103812,-89.964007
3.0,2015-16,0.0,4,Mid Range,shot - 13,37.0,173.34935823359712,0.0,396.0,35.103812,-89.964007
3.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,253.81883302859936,0.0,242.0,35.103812,-89.964007
3.0,2015-16,0.0,4,Mid Range,shot - 43,33.0,137.3644786689776,0.0,227.0,35.103812,-89.964007
3.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,247.987902930768,0.0,71.0,35.103812,-89.964007
1.0,2015-16,,4,Mid Range,shot - 43,34.0,144.55448799674122,0.0,632.0,35.262047,-80.865746
1.0,2015-16,1.0,5,Penalty Spot,shot - 3,45.0,253.23704310388715,0.0,513.0,35.262047,-80.865746
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,250.89041432466087,0.0,426.0,35.262047,-80.865746
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,248.45522735495015,0.0,233.0,35.262047,-80.865746
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,242.98148077579896,0.0,499.0,35.262047,-80.865746
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,245.6175889467202,0.0,326.0,35.262047,-80.865746
2.0,2015-16,,0,Goal Area,shot - 4,21.0,13.601470508735444,0.0,297.0,35.262047,-80.865746
2.0,2015-16,1.0,0,Goal Area,shot - 4,21.0,17.029386365926403,0.0,164.0,35.262047,-80.865746
2.0,2015-16,1.0,5,Penalty Spot,shot - 3,45.0,255.1960031034969,0.0,76.0,35.262047,-80.865746
2.0,2015-16,0.0,4,Mid Range,shot - 3,42.0,229.80426453832402,0.0,28.0,35.262047,-80.865746
3.0,2015-16,0.0,5,Penalty Spot,shot - 34,45.0,251.34040662018512,0.0,657.0,35.262047,-80.865746
3.0,2015-16,,0,Goal Area,shot - 4,21.0,16.1245154965971,0.0,551.0,35.262047,-80.865746
3.0,2015-16,0.0,2,Left Corner,shot - 3,43.0,239.4765124182328,0.0,336.0,35.262047,-80.865746
4.0,2015-16,0.0,0,Goal Area,shot - 4,21.0,13.601470508735444,0.0,248.0,35.262047,-80.865746
4.0,2015-16,,4,Mid Range,shot - 34,36.0,169.01183390520322,0.0,230.0,35.262047,-80.865746
4.0,2015-16,0.0,1,Goal Line,shot - 36,27.0,70.3420215802759,0.0,206.0,35.262047,-80.865746
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,255.60125195311542,0.0,153.0,35.262047,-80.865746
4.0,2015-16,1.0,5,Penalty Spot,shot - 3,48.0,282.39157211220027,0.0,98.0,35.262047,-80.865746
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,47.0,274.24988605284784,0.0,76.0,35.262047,-80.865746
4.0,2015-16,0.0,5,Penalty Spot,shot - 27,45.0,250.60127693210185,0.0,67.0,35.262047,-80.865746
1.0,2015-16,,4,Mid Range,shot - 31,33.0,137.3608386695422,0.0,683.0,42.330507,-71.074655
1.0,2015-16,0.0,4,Mid Range,shot - 43,37.0,177.10166571774533,0.0,600.0,42.330507,-71.074655
1.0,2015-16,0.0,0,Goal Area,shot - 4,22.0,23.40939982143925,0.0,521.0,42.330507,-71.074655
1.0,2015-16,0.0,0,Goal Area,shot - 4,22.0,22.82542442102665,0.0,376.0,42.330507,-71.074655
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,243.60623965736173,0.0,316.0,42.330507,-71.074655
2.0,2015-16,0.0,4,Mid Range,shot - 3,38.0,183.43936327844142,0.0,488.0,42.330507,-71.074655
2.0,2015-16,0.0,1,Goal Line,shot - 3,24.0,46.04345773288535,0.0,380.0,42.330507,-71.074655
2.0,2015-16,0.0,4,Mid Range,shot - 3,40.0,205.20477577288497,0.0,362.0,42.330507,-71.074655
2.0,2015-16,1.0,0,Goal Area,shot - 4,20.0,9.219544457292887,0.0,237.0,42.330507,-71.074655
2.0,2015-16,,0,Goal Area,shot - 4,22.0,20.8806130178211,0.0,213.0,42.330507,-71.074655
2.0,2015-16,,5,Penalty Spot,shot - 50,45.0,254.33245958783948,0.0,184.0,42.330507,-71.074655
2.0,2015-16,0.0,1,Goal Line,shot - 3,23.81697070852715,73.49829930005184,0.0,140.0,42.330507,-71.074655
3.0,2015-16,0.0,4,Mid Range,shot - 26,35.0,153.05554547287727,0.0,488.0,42.330507,-71.074655
3.0,2015-16,1.0,0,Goal Area,shot - 32,20.0,1.0,0.0,379.0,42.330507,-71.074655
4.0,2015-16,,5,Penalty Spot,shot - 3,46.0,265.74545474719736,0.0,400.0,42.330507,-71.074655
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,253.65330670030696,0.0,251.0,42.330507,-71.074655
4.0,2015-16,0.0,4,Mid Range,shot - 3,38.0,185.09727172489605,0.0,235.0,42.330507,-71.074655
4.0,2015-16,1.0,5,Penalty Spot,shot - 41,48.0,282.19319623265187,0.0,100.0,42.330507,-71.074655
1.0,2015-16,,4,Mid Range,shot - 3,42.0,224.4370735863396,0.0,578.0,38.567296,-121.456638
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,242.6066775667974,0.0,445.0,38.567296,-121.456638
1.0,2015-16,1.0,4,Mid Range,shot - 3,32.0,121.91800523302535,0.0,311.0,38.567296,-121.456638
1.0,2015-16,1.0,1,Goal Line,shot - 27,27.0,71.386273190299,0.0,229.0,38.567296,-121.456638
1.0,2009-10,0.0,5,Penalty Spot,shot - 3,46.0,260.5167940843737,0.0,179.0,38.567296,-121.456638
2.0,2015-16,,4,Mid Range,shot - 3,32.0,123.1990259701756,0.0,448.0,38.567296,-121.456638
2.0,2015-16,1.0,0,Goal Area,shot - 4,21.0,10.198039027185569,0.0,365.0,38.567296,-121.456638
2.0,2015-16,0.0,1,Goal Line,shot - 23,27.0,72.67048919609665,0.0,31.0,38.567296,-121.456638
2.0,2015-16,0.0,5,Penalty Spot,shot - 38,44.0,246.969633760914,0.0,294.0,38.567296,-121.456638
2.0,2015-16,,0,Goal Area,shot - 1,20.0,1.0,0.0,276.0,38.567296,-121.456638
2.0,2015-16,1.0,4,Mid Range,shot - 44,41.0,219.3285207172109,0.0,228.0,38.567296,-121.456638
2.0,2015-16,1.0,1,Goal Line,shot - 52,29.0,94.40338976964756,0.0,70.0,38.567296,-121.456638
3.0,2015-16,0.0,4,Mid Range,shot - 20,35.0,157.4357011608231,0.0,44.0,38.567296,-121.456638
3.0,2015-16,1.0,5,Penalty Spot,shot - 20,44.0,245.05101509685693,0.0,605.0,38.567296,-121.456638
3.0,2015-16,,5,Penalty Spot,shot - 3,47.0,271.48664792214,0.0,575.0,38.567296,-121.456638
3.0,2015-16,1.0,4,Mid Range,shot - 38,39.0,195.0230755577401,0.0,552.0,38.567296,-121.456638
3.0,2015-16,0.0,5,Penalty Spot,shot - 3,,,0.0,462.0,38.567296,-121.456638
3.0,2015-16,0.0,4,Mid Range,shot - 3,42.0,227.18494668441397,0.0,397.0,38.567296,-121.456638
3.0,2015-16,0.0,0,Goal Area,shot - 4,21.64550679633656,19.235384061671343,0.0,0.0,38.567296,-121.456638
1.0,2015-16,,0,Goal Area,shot - 4,22.0,22.0,0.0,553.0,42.982923,-71.446094
1.0,2015-16,0.0,0,Goal Area,shot - 46,22.0,27.65863337187866,0.0,368.0,42.982923,-71.446094
2.0,2015-16,1.0,4,Mid Range,shot - 3,43.0,231.9245566989404,0.0,521.0,42.982923,-71.446094
2.0,2015-16,,6,Right Corner,shot - 3,42.0,223.50391495452598,0.0,492.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 18,44.0,241.67126432408142,0.0,445.0,42.982923,-71.446094
2.0,2015-16,1.0,4,Mid Range,shot - 17,38.0,180.2054383197133,0.0,396.0,42.982923,-71.446094
2.0,2015-16,0.0,1,Goal Line,shot - 3,32.0,121.65525060596441,0.0,359.0,42.982923,-71.446094
2.0,2015-16,1.0,1,Goal Line,shot - 38,27.86378981760961,82.00609733428362,0.0,347.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,255.61404069214808,0.0,264.0,42.982923,-71.446094
3.0,2015-16,,4,Mid Range,shot - 17,39.0,197.39554199626699,0.0,679.0,42.982923,-71.446094
3.0,2015-16,0.0,5,Penalty Spot,shot - 2,45.0,253.85231927244632,0.0,634.0,42.982923,-71.446094
3.0,2015-16,1.0,0,Goal Area,shot - 23,23.0,32.72293148106445,0.0,511.0,42.982923,-71.446094
3.0,2015-16,,4,Mid Range,shot - 3,28.0,86.37129152675672,0.0,364.0,42.982923,-71.446094
3.0,2015-16,1.0,0,Goal Area,shot - 4,20.066260314743406,27.166155414412252,0.0,357.0,42.982923,-71.446094
3.0,2015-16,0.0,1,Goal Line,shot - 2,25.0,57.69748694700662,0.0,23.0,42.982923,-71.446094
3.0,2015-16,1.0,0,Goal Area,shot - 26,20.0,7.280109889280517,0.0,284.0,42.982923,-71.446094
3.0,2015-16,0.0,4,Mid Range,shot - 3,33.0,135.00370365289984,0.0,198.0,42.982923,-71.446094
4.0,2015-16,,5,Penalty Spot,shot - 3,44.0,249.48346638605133,0.0,211.0,42.982923,-71.446094
4.0,2015-16,0.0,4,Mid Range,shot - 3,39.0,198.59506539690258,0.0,41.0,42.982923,-71.446094
4.0,2015-16,,1,Goal Line,shot - 8,27.0,75.13321502504733,0.0,3.0,42.982923,-71.446094
1.0,2015-16,,6,Right Corner,shot - 3,42.0,228.70942263055105,0.0,482.0,42.982923,-71.446094
1.0,2015-16,0.0,5,Penalty Spot,shot - 17,38.819812283662145,245.05101509685693,0.0,395.0,42.982923,-71.446094
1.0,2015-16,,5,Penalty Spot,shot - 3,44.0,246.5948093533196,0.0,281.0,42.982923,-71.446094
1.0,2015-16,1.0,4,Mid Range,shot - 4,21.0,17.804493814764854,0.0,245.0,42.982923,-71.446094
1.0,2015-16,,1,Goal Line,shot - 17,33.0,137.88400922514546,0.0,215.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,243.0164603478538,0.0,481.0,42.982923,-71.446094
2.0,2015-16,1.0,4,Mid Range,shot - 27,41.0,215.8633827215723,0.0,365.0,42.982923,-71.446094
2.0,2015-16,0.0,4,Mid Range,shot - 3,33.0,135.2368293032634,0.0,281.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,32.99634088278738,240.74052421642685,0.0,267.0,42.982923,-71.446094
1.0,2015-16,1.0,4,Mid Range,shot - 15,41.0,215.002325568818,0.0,579.0,37.75413,-122.437947
1.0,2015-16,0.0,5,Penalty Spot,shot - 13,35.95742803577455,268.8215021161812,0.0,561.0,37.75413,-122.437947
1.0,2015-16,1.0,4,Mid Range,shot - 3,41.0,217.3131381210073,0.0,474.0,37.75413,-122.437947
1.0,2009-10,0.0,4,Mid Range,shot - 3,38.0,183.698121928342,0.0,444.0,37.75413,-122.437947
1.0,2015-16,,0,Goal Area,shot - 10,22.0,26.40075756488817,0.0,415.0,37.75413,-122.437947
1.0,2015-16,1.0,1,Goal Line,shot - 44,30.0,103.07764064044152,0.0,375.0,37.75413,-122.437947
1.0,2015-16,,4,Mid Range,shot - 8,32.0,121.82364302548172,0.0,311.0,37.75413,-122.437947
1.0,2015-16,0.0,4,Mid Range,shot - 3,37.0,173.08090593707905,0.0,278.0,37.75413,-122.437947
1.0,2015-16,0.0,1,Goal Line,shot - 3,31.0,113.77424392145849,0.0,232.0,37.75413,-122.437947
1.0,2015-16,0.0,4,Mid Range,shot - 38,23.0,37.53664875824692,0.0,228.0,37.75413,-122.437947
2.0,2015-16,0.0,4,Mid Range,shot - 3,31.0,118.08894952534719,0.0,263.0,37.75413,-122.437947
3.0,2015-16,,4,Mid Range,shot - 3,39.0,193.14502323383846,0.0,537.0,37.75413,-122.437947
3.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,249.4674327442361,0.0,473.0,37.75413,-122.437947
3.0,2015-16,0.0,5,Penalty Spot,shot - 52,47.0,270.56237728109943,0.0,313.0,37.75413,-122.437947
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,257.68973592287296,0.0,226.0,37.75413,-122.437947
1.0,2015-16,,4,Mid Range,shot - 30,42.0,222.3195897801181,0.0,703.0,40.774891,-111.93079
1.0,2015-16,0.0,4,Mid Range,shot - 3,27.86378981760961,231.97629189208104,0.0,498.0,40.774891,-111.93079
1.0,2015-16,0.0,1,Goal Line,shot - 38,27.0,75.39230729988306,0.0,403.0,40.774891,-111.93079
2.0,2015-16,1.0,4,Mid Range,shot - 20,36.0,169.1892431568863,0.0,509.0,40.774891,-111.93079
2.0,2015-16,1.0,4,Mid Range,shot - 3,31.0,112.53888216967505,0.0,482.0,40.774891,-111.93079
2.0,2015-16,0.0,5,Penalty Spot,shot - 51,44.0,245.73359558676543,0.0,419.0,40.774891,-111.93079
2.0,2015-16,,5,Penalty Spot,shot - 43,44.0,246.0772236514383,0.0,323.0,40.774891,-111.93079
2.0,2015-16,,5,Penalty Spot,shot - 50,45.0,250.8326135094876,0.0,218.0,40.774891,-111.93079
1.0,2015-16,1.0,4,Mid Range,shot - 17,38.0,182.80043763623763,0.0,318.0,42.982923,-71.446094
1.0,2015-16,1.0,5,Penalty Spot,shot - 3,47.0,275.2889391167033,0.0,56.0,42.982923,-71.446094
1.0,2015-16,,4,Mid Range,shot - 37,39.0,194.82555636185256,0.0,5.0,42.982923,-71.446094
3.0,2015-16,,0,Goal Area,shot - 4,21.0,17.464249196572982,0.0,651.0,42.982923,-71.446094
3.0,2015-16,0.0,5,Penalty Spot,shot - 20,44.0,245.4826266370989,0.0,250.0,42.982923,-71.446094
1.0,2015-16,1.0,4,Mid Range,shot - 3,38.0,184.978377114732,0.0,300.0,42.982923,-71.446094
1.0,2015-16,,1,Goal Line,shot - 23,25.0,52.98575959116297,0.0,249.0,42.982923,-71.446094
2.0,2015-16,1.0,0,Goal Area,shot - 4,20.0,7.280109889280517,0.0,406.0,42.982923,-71.446094
2.0,2015-16,1.0,4,Mid Range,shot - 31,43.0,237.64890069175576,0.0,322.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,46.0,265.5051788572118,0.0,289.0,42.982923,-71.446094
2.0,2015-16,1.0,2,Left Corner,shot - 3,44.0,247.6489450815408,0.0,258.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,254.13579047430528,0.0,239.0,42.982923,-71.446094
2.0,2015-16,,5,Penalty Spot,shot - 3,44.0,240.6366555618657,0.0,115.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 36,45.0,255.61404069214808,0.0,7.0,42.982923,-71.446094
2.0,2009-10,,0,Goal Area,shot - 39,21.0,19.0,0.0,0.0,42.982923,-71.446094
3.0,2015-16,0.0,0,Goal Area,shot - 4,20.0,9.899494936611664,0.0,490.0,42.982923,-71.446094
4.0,2015-16,0.0,4,Mid Range,shot - 6,29.0,91.66242414424791,0.0,374.0,42.982923,-71.446094
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,47.0,270.22398117117586,0.0,180.0,42.982923,-71.446094
1.0,2015-16,0.0,0,Goal Area,shot - 39,23.0,37.05401462729781,0.0,571.0,42.982923,-71.446094
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,247.77610861420845,0.0,338.0,42.982923,-71.446094
1.0,2015-16,0.0,0,Goal Area,shot - 3,23.52086199322844,39.56008088970496,0.0,209.0,42.982923,-71.446094
2.0,2009-10,0.0,4,Mid Range,shot - 50,35.0,159.6151621870554,0.0,496.0,42.982923,-71.446094
2.0,2015-16,1.0,1,Goal Line,shot - 3,29.0,90.52071586106683,0.0,329.0,42.982923,-71.446094
2.0,2015-16,0.0,4,Mid Range,shot - 38,38.0,187.0962319235745,0.0,307.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 36,46.0,260.4169733331528,0.0,170.0,42.982923,-71.446094
3.0,2015-16,1.0,2,Left Corner,shot - 31,45.0,250.72096043211067,0.0,313.0,42.982923,-71.446094
3.0,2015-16,0.0,6,Right Corner,shot - 3,44.0,240.01041644062042,0.0,206.0,42.982923,-71.446094
1.0,2015-16,0.0,5,Penalty Spot,shot - 55,44.0,244.6160256401857,0.0,317.0,45.539131,-122.651648
1.0,2015-16,1.0,4,Mid Range,shot - 3,37.0,174.56272825175412,0.0,243.0,45.539131,-122.651648
2.0,2015-16,1.0,4,Mid Range,shot - 20,38.0,180.85353189805284,0.0,116.0,45.539131,-122.651648
3.0,2015-16,0.0,4,Mid Range,shot - 3,43.0,232.03448019637082,0.0,635.0,45.539131,-122.651648
3.0,2015-16,1.0,4,Mid Range,shot - 3,29.0,92.26592003551474,0.0,603.0,45.539131,-122.651648
3.0,2015-16,,4,Mid Range,shot - 3,33.9833699337831,159.24823389915503,0.0,536.0,45.539131,-122.651648
3.0,2015-16,0.0,1,Goal Line,shot - 30,29.0,99.74467404327913,0.0,505.0,45.539131,-122.651648
3.0,2015-16,1.0,4,Mid Range,shot - 3,35.0,159.45218719101973,0.0,352.0,45.539131,-122.651648
3.0,2015-16,1.0,4,Mid Range,shot - 3,34.0,149.40548852033515,0.0,187.0,45.539131,-122.651648
1.0,2015-16,0.0,5,Penalty Spot,shot - 3,43.0,235.3512125820496,0.0,684.0,42.982923,-71.446094
1.0,2015-16,0.0,4,Mid Range,shot - 43,31.0,112.0044641967453,0.0,413.0,42.982923,-71.446094
1.0,2015-16,0.0,1,Goal Line,shot - 27,20.461071935141693,79.30952023559341,0.0,236.0,42.982923,-71.446094
2.0,2015-16,1.0,1,Goal Line,shot - 17,31.0,115.06954418958998,0.0,511.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,241.2985702402731,0.0,367.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 3,43.0,239.14012628582432,0.0,265.0,42.982923,-71.446094
2.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,248.8453334905037,0.0,37.0,42.982923,-71.446094
3.0,2015-16,0.0,5,Penalty Spot,shot - 3,45.0,255.83783926542216,0.0,698.0,42.982923,-71.446094
3.0,2015-16,1.0,5,Penalty Spot,shot - 3,44.0,246.969633760914,0.0,579.0,42.982923,-71.446094
3.0,2015-16,,4,Mid Range,shot - 3,36.0,162.60996279441184,0.0,517.0,42.982923,-71.446094
3.0,2015-16,1.0,4,Mid Range,shot - 17,35.0,153.52198539622916,0.0,456.0,42.982923,-71.446094
3.0,2015-16,0.0,5,Penalty Spot,shot - 6,45.0,252.29546171106603,0.0,323.0,42.982923,-71.446094
3.0,2015-16,0.0,4,Mid Range,shot - 14,35.0,154.29990014165554,0.0,280.0,42.982923,-71.446094
1.0,2015-16,0.0,4,Mid Range,shot - 4,40.0,204.57028132160355,0.0,657.0,42.982923,-71.446094
1.0,2015-16,,4,Mid Range,shot - 16,29.0,93.64827814754524,0.0,552.0,42.982923,-71.446094
1.0,2015-16,0.0,4,Mid Range,shot - 44,28.0,83.38000175631075,0.0,441.0,42.982923,-71.446094
1.0,2015-16,,4,Mid Range,shot - 28,40.0,209.22953902353268,0.0,12.0,42.982923,-71.446094
1.0,2015-16,0.0,5,Penalty Spot,shot - 36,40.892573290753155,240.61587645041215,0.0,286.0,42.982923,-71.446094
1.0,2015-16,1.0,1,Goal Line,shot - 3,24.0,46.84015371452148,0.0,170.0,42.982923,-71.446094
1.0,2015-16,1.0,1,Goal Line,shot - 15,29.0,93.51141581136,0.0,144.0,42.982923,-71.446094
1.0,2015-16,0.0,4,Mid Range,shot - 43,33.0,135.77186748365804,0.0,36.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 3,44.0,248.04031930313263,0.0,500.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 48,44.0,248.1632527188504,0.0,407.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 3,45.0,251.62869470710208,0.0,374.0,42.982923,-71.446094
3.0,2015-16,0.0,5,Penalty Spot,shot - 18,47.0,277.90825824361536,0.0,704.0,42.982923,-71.446094
3.0,2015-16,1.0,0,Goal Area,shot - 4,20.461071935141693,7.071067811865476,0.0,679.0,42.982923,-71.446094
3.0,2009-10,0.0,4,Mid Range,shot - 3,39.0,199.48182874637985,0.0,551.0,42.982923,-71.446094
3.0,2015-16,1.0,4,Mid Range,shot - 43,33.0,132.31024147812596,0.0,444.0,42.982923,-71.446094
3.0,2015-16,1.0,5,Penalty Spot,shot - 3,44.0,242.4252462100431,0.0,405.0,42.982923,-71.446094
3.0,2015-16,,5,Penalty Spot,shot - 4,43.0,239.5203540411545,0.0,370.0,42.982923,-71.446094
3.0,2015-16,0.0,5,Penalty Spot,shot - 48,44.0,246.10770000144245,0.0,283.0,42.982923,-71.446094
4.0,2015-16,0.0,5,Penalty Spot,shot - 3,44.0,246.90281488877358,0.0,674.0,42.982923,-71.446094
1.0,2015-16,1.0,1,Goal Line,shot - 3,31.0,119.95415791042844,0.0,535.0,42.982923,-71.446094
1.0,2015-16,,5,Penalty Spot,shot - 17,44.0,248.4028985338134,0.0,331.0,42.982923,-71.446094
1.0,2015-16,0.0,5,Penalty Spot,shot - 4,44.0,244.7549795203358,0.0,271.0,42.982923,-71.446094
2.0,2015-16,1.0,5,Penalty Spot,shot - 3,44.0,249.545587017683,0.0,292.0,42.982923,-71.446094
2.0,2015-16,1.0,6,Right Corner,shot - 3,43.0,235.25730594393875,0.0,202.0,42.982923,-71.446094
2.0,2015-16,0.0,6,Right Corner,shot - 3,43.0,237.11811402758755,0.0,127.0,42.982923,-71.446094
